target,src_fm,rule_label,zero_shot_pred,few_shot_pred
"@Test public void testIsDescendantOfWithMultipleSuperiors() throws Exception { ObjectClassBuilder builder = new ObjectClassBuilder( ""grandParent"", ""1.2.1""); ObjectClass grandParent = builder.getInstance(); builder = new ObjectClassBuilder(""parent1"", ""1.2.2""); builder.setSuperior(Collections.singleton(grandParent)); ObjectClass parent1 = builder.getInstance(); builder = new ObjectClassBuilder(""parent2"",""2.2.2""); ObjectClass parent2 = builder.getInstance(); Set<ObjectClass> superiors = new LinkedHashSet<>(); superiors.add(parent1); superiors.add(parent2); builder = new ObjectClassBuilder(""child"", ""1.2.3""); builder.setSuperior(superiors); ObjectClass child = builder.getInstance(); Assert.assertTrue(parent1.isDescendantOf(grandParent)); Assert.assertTrue(child.isDescendantOf(parent1)); Assert.assertTrue(child.isDescendantOf(parent2)); Assert.assertTrue(child.isDescendantOf(grandParent)); Assert.assertFalse(child.isDescendantOf(child)); Assert.assertFalse(parent1.isDescendantOf(child)); Assert.assertFalse(parent1.isDescendantOf(parent2)); Assert.assertFalse(grandParent.isDescendantOf(child)); }",public boolean isDescendantOf(ObjectClass objectClass) { for(ObjectClass oc : superiorClasses) { if(oc.equals(objectClass) || oc.isDescendantOf(objectClass)) { return true; } } return false; },CLEAN,CLEAN,CLEAN
"@Test public void shouldGetTheCorrectSchemaForLong() { Schema schema = SchemaUtil.getTypeSchema(""BIGINT""); assertThat(schema, sameInstance(Schema.INT64_SCHEMA)); }","public static Schema getTypeSchema(final String sqlType) { switch (sqlType) { case ""VARCHAR"": case ""STRING"": return Schema.STRING_SCHEMA; case ""BOOLEAN"": case ""BOOL"": return Schema.BOOLEAN_SCHEMA; case ""INTEGER"": case ""INT"": return Schema.INT32_SCHEMA; case ""BIGINT"": case ""LONG"": return Schema.INT64_SCHEMA; case ""DOUBLE"": return Schema.FLOAT64_SCHEMA; default: return getKsqlComplexType(sqlType); } }",CLEAN,CLEAN,CLEAN
"@Test public void testDifferentEvents() throws Exception { IFilelistenerWriteTrx trx = new FilelistenerWriteTrx(mHolder.getSession().beginBucketWtx(), mHolder.getSession()); File tmp = Files.createTempDir(); String relativePath = File.separator + ""file.txt""; File file = new File(tmp.getAbsolutePath() + File.separator + ""file.txt""); byte[] bytes = new byte[1024 * 8]; Random rand = new Random(42); rand.nextBytes(bytes); Files.write(bytes, file); List<FilesystemNotification> notifications = new ArrayList<FilesystemNotification>(); notifications.add(new FilesystemNotification(file, relativePath, tmp.getAbsolutePath(), ENTRY_CREATE, trx)); notifications.add(new FilesystemNotification(file, relativePath, tmp.getAbsolutePath(), ENTRY_MODIFY, trx)); notifications.add(new FilesystemNotification(file, relativePath, tmp.getAbsolutePath(), ENTRY_DELETE, trx)); for (FilesystemNotification s : notifications) { s.call(); } }","@Override public Void call() throws Exception { mTimeTaken = System.currentTimeMillis(); if (this.getEvtType() == ENTRY_CREATE) { mWtx.addEmptyFile(this.getRelativePath()); } else if (this.getEvtType() == ENTRY_MODIFY) { mWtx.removeFile(this.getRelativePath()); if (this.getFile().exists()) { mWtx.addFile(this.getFile(), this.getRelativePath()); if (this.mObservers.size() > 0) { mWtx.commitBlocked(); } else { mWtx.commit(); } } } else if (this.getEvtType() == ENTRY_DELETE) { mWtx.removeFile(this.getRelativePath()); } mFinished = true; mTimeTaken = System.currentTimeMillis() - mTimeTaken; this.notifyObservers(); return null; }",NOISE,CLEAN,CLEAN
"@Test(dataProvider = ""topologyCtorProvider"") @SuppressWarnings(""unchecked"") public void topologyShouldStillContainRSWithNewlyProvidedDSs(TopologyCtorToUse toUse) { final ReplicationServerInfo CURRENT_RS_WITHOUT_DS = rsInfo(CURRENT_RS_ID); final Map<Integer, ReplicationServerInfo> previousRSs = newMap(CURRENT_RS_WITHOUT_DS); final Topology topo = newTopology(toUse, newMap(OTHER_DS), newArrayList(CURRENT_RS.toRSInfo()), CURRENT_DS.getDsId(), CURRENT_RS.getServerId(), EMPTY_SET, previousRSs); assertInvariants(topo); assertThat(topo.rsInfos).hasSize(1); assertContainsRSWithDSs(topo.rsInfos, CURRENT_RS, CURRENT_DS.getDsId(), OTHER_DS.getDsId()); }",public int getServerId() { return config.getServerId(); },CLEAN,NOISE,NOISE
"@Test public void mapOutputKeyClass() { assertEquals(FloatWritable.class,that.getMapOutputKeyClass()); }","@Override public Class<? extends Writable> getMapOutputKeyClass() { Type[] parameters= TypeDetective.sniffTypeParameters(getMapperClass(), Mapper.class); return toWritableClass(parameters[2]); }",NOISE,CLEAN,CLEAN
"@Test public void test_loadUserByUsername_success() throws Exception { final AccountResultModel expectedResult = new AccountResultModel(); expectedResult.setResult(new AccountDto()); expectedResult.getResult().setUsername(USERNAME); expectedResult.getResult().setEmailAddress(EMAIL_ADDRESS); final String url = ACCOUNT_SERVICE_URL + String.format(ACCOUNT_GET_PATH, USERNAME); when(response.getBody()).thenReturn(expectedResult); when(response.getStatusCode()).thenReturn(HttpStatus.OK); when(restTemplate.getForEntity(url, AccountResultModel.class)) .thenReturn(response); final AuthenticatedUser result = (AuthenticatedUser) accountService.loadUserByUsername(USERNAME); assertEquals(USERNAME, result.getUsername()); assertEquals(EMAIL_ADDRESS, result.getEmailAddress()); }","@Override public UserDetails loadUserByUsername(final String username) throws UsernameNotFoundException { final String url = String.format(GET_URL, serviceProperties.getAccountServiceUrl(), username, LocaleContextHolder.getLocale().getLanguage()); final ResponseEntity<AccountResultModel> response; try { response = restTemplate.getForEntity(url, AccountResultModel.class); } catch (final Exception ex) { final String errorMessage = String.format(""An error occured while loading account %s: %s"", username, ex.getMessage()); log.error(errorMessage, ex); throw new UsernameNotFoundException(errorMessage, ex); } if (response.getStatusCode().equals(HttpStatus.NOT_FOUND)) { throw new UsernameNotFoundException(String.format(""Account %s was not found."", username)); } final AccountDto accountDto = response.getBody().getResult(); return new AuthenticatedUser( accountDto.getUsername(), accountDto.getPassword(), accountDto.getEmailAddress(), new ArrayList<>()); }",NOISE,CLEAN,CLEAN
"@Test public void testProtocolOpName() throws Exception { DeleteResponseProtocolOp deleteResponse = new DeleteResponseProtocolOp( resultCode); assertEquals(deleteResponse.getProtocolOpName(), ""Delete Response""); }","@Override public String getProtocolOpName() { return ""Delete Response""; }",NOISE,CLEAN,CLEAN
"@Test public void validateWithStringTypeWithoutRestrictionsTest() { ValueTokenizer valueTokenizer = new ValueTokenizer(""asdf, qwer""); TadImpl tad = new TadImpl(); tad.setCardinality(10); tad.setType(TscalarImpl.STRING); String message = valueTokenizer.validate(tad); assertEquals("""", message); }","public String validate(KapuaTad ad) { if (values.isEmpty()) { return NULL_VALUE_INVALID; } try { int cardinality = Math.abs(ad.getCardinality()); if (cardinality == 0) { if (values.size() != 1) { return MessageFormat.format(CARDINALITY_VIOLATION, getValuesAsString(), values.size(), 1, 1); } } else if (values.size() > cardinality) { return MessageFormat.format(CARDINALITY_VIOLATION, getValuesAsString(), values.size(), 0, cardinality); } for (String s : values) { if (!ad.getOption().isEmpty() && ad.getOption().stream().filter(option -> s.equals(option.getValue())).count() == 0) { return MessageFormat.format(VALUE_OUT_OF_OPTION, s); } boolean rangeError = false; Object minVal = null; Object maxVal = null; TscalarImpl adScalarType = TscalarImpl.fromValue(ad.getType().value()); switch (adScalarType) { case PASSWORD: case STRING: minVal = ad.getMin() == null ? null : Integer.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Integer.valueOf(ad.getMax()); if (minVal != null && s.length() < (Integer) maxVal) { rangeError = true; } else if (maxVal != null && s.length() > (Integer) maxVal) { rangeError = true; } break; case INTEGER: minVal = ad.getMin() == null ? null : Integer.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Integer.valueOf(ad.getMax()); Integer intVal = Integer.valueOf(s); if (minVal != null && intVal.compareTo((Integer) minVal) < 0) { rangeError = true; } else if (maxVal != null && intVal.compareTo((Integer) maxVal) > 0) { rangeError = true; } break; case LONG: minVal = ad.getMin() == null ? null : Long.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Long.valueOf(ad.getMax()); Long longVal = Long.valueOf(s); if (ad.getMin() != null && longVal.compareTo((Long) minVal) < 0) { rangeError = true; } else if (maxVal != null && longVal.compareTo((Long) maxVal) > 0) { rangeError = true; } break; case DOUBLE: minVal = ad.getMin() == null ? null : Double.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Double.valueOf(ad.getMax()); Double doubleVal = Double.valueOf(s); if (minVal != null && doubleVal.compareTo((Double) minVal) < 0) { rangeError = true; } else if (maxVal != null && doubleVal.compareTo((Double) maxVal) > 0) { rangeError = true; } break; case BOOLEAN: break; case CHAR: minVal = ad.getMin() == null ? null : ad.getMin().charAt(0); maxVal = ad.getMax() == null ? null : ad.getMax().charAt(0); Character charVal = s.charAt(0); if (minVal != null && charVal.compareTo((Character) minVal) < 0) { rangeError = true; } else if (maxVal != null && charVal.compareTo((Character) maxVal) > 0) { rangeError = true; } break; case FLOAT: minVal = ad.getMin() == null ? null : Float.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Float.valueOf(ad.getMax()); Float floatVal = Float.valueOf(s); if (minVal != null && floatVal.compareTo((Float) minVal) < 0) { rangeError = true; } else if (maxVal != null && floatVal.compareTo((Float) maxVal) > 0) { rangeError = true; } break; case SHORT: minVal = ad.getMin() == null ? null : Short.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Short.valueOf(ad.getMax()); Short shortVal = Short.valueOf(s); if (minVal != null && shortVal.compareTo((Short) minVal) < 0) { rangeError = true; } else if (maxVal != null && shortVal.compareTo((Short) maxVal) > 0) { rangeError = true; } break; case BYTE: minVal = ad.getMin() == null ? null : Byte.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Byte.valueOf(ad.getMax()); Byte byteVal = Byte.valueOf(s); if (minVal != null && byteVal.compareTo((Byte) minVal) < 0) { rangeError = true; } else if (maxVal != null && byteVal.compareTo((Byte) maxVal) > 0) { rangeError = true; } break; default: throw new IllegalStateException(); } if (rangeError) { return MessageFormat.format(VALUE_OUT_OF_RANGE, s); } } return """"; } catch (Throwable t) { String message = MessageFormat.format(INTERNAL_ERROR, t.getMessage()); LOG.debug(message, t); return message; } }",CLEAN,CLEAN,NOISE
"@Test public void testLockingWithoutQuorumKey() throws Exception { Map<String, String> parameters = new HashMap<>(); parameters.put(LockManagingProcess.PARAM_NODE_ID, ""nodeid""); parameters.put(LockManagingProcess.PARAM_LOCK_MODE, LockMode.obtain.name()); conf.clear(); exception.expect(IllegalArgumentException.class); lockManager.run(portBindings, conf, parameters); }","@Override public void run(PortBindings portBindings, Configuration conf, Map<String, String> parameters) throws Exception { Preconditions.checkArgument(parameters.containsKey(PARAM_NODE_ID), ""node id not provided!""); Preconditions.checkArgument(parameters.containsKey(PARAM_LOCK_MODE), ""lock mode not provided!""); String zkConnectionString = conf.get(ZKFailoverController.ZK_QUORUM_KEY); Preconditions.checkArgument(StringUtils.isNotBlank(zkConnectionString), ""zookeeper quorum is unknown, invalid '%s' property value: %s"", ZKFailoverController.ZK_QUORUM_KEY, zkConnectionString); int sessionTimeout = parameters.containsKey(PARAM_ZK_SESSION_TIMEOUT)? Integer.valueOf(parameters.get(PARAM_ZK_SESSION_TIMEOUT)) : DEFAULT_SESSION_TIMEOUT; final ZooKeeper zooKeeper = new ZooKeeper(zkConnectionString, sessionTimeout, (e) -> { }); if (zooKeeper.exists(DEFAULT_ROOT_NODE, false) == null) { log.info(""initializing root node: "" + DEFAULT_ROOT_NODE); try { zooKeeper.create(DEFAULT_ROOT_NODE, new byte[0], ZooDefs.Ids.OPEN_ACL_UNSAFE, CreateMode.PERSISTENT); log.info(""root node initialized""); } catch(NodeExistsException e) { log.warn(""root node '"" + DEFAULT_ROOT_NODE + ""' was already created by different process""); } } final String nodePath = LockManagingProcessUtils.generatePath(parameters.get(PARAM_NODE_ID), DEFAULT_ROOT_NODE); switch(LockMode.valueOf(parameters.get(PARAM_LOCK_MODE))) { case obtain: { LockManagingProcessUtils.obtain(zooKeeper, nodePath); break; } case release: { LockManagingProcessUtils.release(zooKeeper, nodePath); break; } default: { throw new InvalidParameterException(""unsupported lock mode: "" + parameters.get(PARAM_LOCK_MODE)); } } }",NOISE,CLEAN,NOISE
"@Test public void testAddCollectionToFSArray3() throws Exception { JCas jCas = JCasFactory.createJCas(""de.julielab.jcore.types.jcore-all-types""); FSArray fsArray = new FSArray(jCas, 0); Annotation newElement = new Annotation(jCas); Collection<Annotation> newElements = Lists.newArrayList(newElement); FSArray joinedArray = JCoReTools.addToFSArray(fsArray, newElements); assertNotSame(""The old FSArray was returned although a new one should have been created"", fsArray, joinedArray); assertEquals(newElement, joinedArray.get(0)); }","public static FSArray addToFSArray(final FSArray array, final FeatureStructure newElement) { return addToFSArray(array, newElement, DEFAULT_ADDITION_SIZE); }",CLEAN,NOISE,NOISE
"@Test public void noTokenAppliedKeepSpecialChars() { Acronym acronym = buildAcronym(FIRST_LETTERS_IGNORE_NUMERIC, AcronymSeparator.KEEP_SPECIAL_CHARS); assertEquals(StringUtils.EMPTY, acronym.transform(""06.01.02.03.04"")); assertEquals(StringUtils.EMPTY, acronym.transform(""06-01-02-03-04"")); }","public String transform(String str) { TokenizedString tokenizedString = new TokenizedString(str, delimiterPattern); List<String> tokens = tokenizedString.getTokens(); if (tokens.size() == 0) { return StringUtils.EMPTY; } int start = 0; String firstApplied; do { firstApplied = abbrevMode.apply(tokens.get(start)); start++; } while (firstApplied.isEmpty() && start < tokens.size()); StringBuilder sb = new StringBuilder(firstApplied); if (separator == AcronymSeparator.KEEP_SPECIAL_CHARS) { Pattern specialCharPattern = Pattern.compile(separator.getValue()); List<String> separators = tokenizedString.getSeparators(); int nextSeparator = tokenizedString.isStartingWithSeparator() ? 1 : 0; for (int i = 1; i < tokens.size(); i++) { String chars = abbrevMode.apply(tokens.get(i)); if (!chars.isEmpty()) { sb.append(getSpecialChars(separators.get(nextSeparator), specialCharPattern)).append( abbrevMode.apply(tokens.get(i))); } nextSeparator++; } } else { for (int i = start; i < tokens.size(); i++) { String chars = abbrevMode.apply(tokens.get(i)); if (!chars.isEmpty()) { sb.append(separator.getValue()).append(abbrevMode.apply(tokens.get(i))); } } if (sb.length() > 0 && AcronymSeparator.PERIOD == separator) { sb.append(separator.getValue()); } } return sb.toString(); }",CLEAN,CLEAN,CLEAN
"@Test public void testSelectSchemaKStream() throws Exception { String selectQuery = ""SELECT col0, col2, col3 FROM test1 WHERE col0 > 100;""; PlanNode logicalPlan = planBuilder.buildLogicalPlan(selectQuery); ProjectNode projectNode = (ProjectNode) logicalPlan.getSources().get(0); initialSchemaKTable = new SchemaKTable(logicalPlan.getTheSourceNode().getSchema(), kTable, ksqlTable.getKeyField(), new ArrayList<>(), false, SchemaKStream.Type.SOURCE, functionRegistry, new MockSchemaRegistryClient()); SchemaKTable projectedSchemaKStream = initialSchemaKTable .select(projectNode.getProjectNameExpressionPairList()); Assert.assertTrue(projectedSchemaKStream.getSchema().fields().size() == 3); Assert.assertTrue(projectedSchemaKStream.getSchema().field(""COL0"") == projectedSchemaKStream.getSchema().fields().get(0)); Assert.assertTrue(projectedSchemaKStream.getSchema().field(""COL2"") == projectedSchemaKStream.getSchema().fields().get(1)); Assert.assertTrue(projectedSchemaKStream.getSchema().field(""COL3"") == projectedSchemaKStream.getSchema().fields().get(2)); Assert.assertTrue(projectedSchemaKStream.getSchema() .field(""COL0"").schema().type() == Schema.Type.INT64); Assert.assertTrue(projectedSchemaKStream.getSchema() .field(""COL2"").schema().type() == Schema.Type.STRING); Assert.assertTrue(projectedSchemaKStream.getSchema() .field(""COL3"").schema().type() == Schema.Type.FLOAT64); Assert.assertTrue(projectedSchemaKStream.getSourceSchemaKStreams().get(0) == initialSchemaKTable); }","@SuppressWarnings(""unchecked"") @Override public SchemaKTable select(final List<Pair<String, Expression>> expressionPairList) { final Pair<Schema, SelectValueMapper> schemaAndMapper = createSelectValueMapperAndSchema(expressionPairList); KTable projectedKTable = ktable.mapValues(schemaAndMapper.right); return new SchemaKTable( schemaAndMapper.left, projectedKTable, keyField, Collections.singletonList(this), isWindowed, Type.PROJECT, functionRegistry, schemaRegistryClient ); }",NOISE,CLEAN,CLEAN
"@Test public void replaceTest() { Cache cache = new Cache(); Object[] keyList = new Object[]{null, ""Key"", 1, 100000, 12333.333, 10.0f, 10L, 10d, 'c', true, false}; Object[] valueList = new Object[]{null, ""Value"", 1, 100000, 12333.333, 10.0f, 10L, 10d, 'c', true, false}; UnsupportedOperationException unsupportedOperationException = new UnsupportedOperationException(); for (int i = 0; i < keyList.length; i++) { for (int j = 0; j < valueList.length; j++) { try { cache.replace(keyList[i], valueList[j]); } catch (Exception e) { assertEquals(""UnsupportedOperationException expected"", unsupportedOperationException.toString(), e.toString()); } } } }","@Override public boolean replace(Object key, Object oldValue, Object newValue) { throw new UnsupportedOperationException(); }",NOISE,NOISE,NOISE
"@Test(expected=ExceptionWithContext.class) public void testReadOptionalUintTooLarge2() { BaseDexBuffer dexBuf = new BaseDexBuffer(new byte[] {(byte)0xff, (byte)0xff, (byte)0xff, (byte)0x80}); dexBuf.readSmallUint(0); }","public int readSmallUint(int offset) { byte[] buf = this.buf; offset += baseOffset; int result = (buf[offset] & 0xff) | ((buf[offset+1] & 0xff) << 8) | ((buf[offset+2] & 0xff) << 16) | ((buf[offset+3]) << 24); if (result < 0) { throw new ExceptionWithContext(""Encountered small uint that is out of range at offset 0x%x"", offset); } return result; }",CLEAN,CLEAN,CLEAN
"@Test public void testInsertDocumentIfNotExists() throws Exception { printLineToConsole(""\n---------------Test addDocument------------------""); SynonymIndexBuilder builder = createNewIndexBuilder(INDEX_PATH); insertDocuments(builder); builder.insertDocumentIfNotExists(""ADD"", ""This|is|a|new|document""); builder.commit(); SynonymIndexSearcher searcher = getSearcher(builder); assertEquals(synonyms.length + 1, searcher.getNumDocs()); builder.insertDocumentIfNotExists(""ANPE"", ""This|is|an|existing|document""); builder.commit(); searcher.close(); searcher = getSearcher(builder); searcher.close(); assertEquals(synonyms.length + 1, searcher.getNumDocs()); builder.insertDocumentIfNotExists(""Irish Bar Managers"", ""IBM""); builder.commit(); searcher = getSearcher(builder); assertEquals(synonyms.length + 2, searcher.getNumDocs()); searcher.close(); builder.closeIndex(); }","public boolean insertDocumentIfNotExists(String word, String synonyms) throws IOException { if (searchDocumentByWord(word).totalHits.value == 0) { getWriter().addDocument(generateDocument(word, synonyms)); return true; } error.set(false, Messages.getString(""SynonymIndexBuilder.aDocument"", word)); return false; }",CLEAN,CLEAN,CLEAN
@Test public void onDropPartition() { DropPartitionEvent event = mock(DropPartitionEvent.class); ApiaryDropPartitionEvent apiaryEvent = mock(ApiaryDropPartitionEvent.class); when(apiaryEvent.getDatabaseName()).thenReturn(DATABASE); when(apiaryEvent.getTableName()).thenReturn(TABLE); when(apiaryListenerEventFactory.create(event)).thenReturn(apiaryEvent); listener.onDropPartition(event); verify(kafkaMessageSender).send(any(KafkaMessage.class)); },"@Override public void onDropPartition(DropPartitionEvent partitionEvent) { log.debug(""Drop partition event received""); try { kafkaMessageSender.send(withPayload(apiaryListenerEventFactory.create(partitionEvent))); } catch (Exception e) { error(e); } }",NOISE,CLEAN,CLEAN
"@Test public void normalize_no_www_space() { assertEquals(""icm.edu.pl"", normalizer.normalize(""icm.edu.pl \t"")); }","@Override public String normalize(String value) { if (StringUtils.isBlank(value)) { return """"; } String result = value.toLowerCase(); result = result.trim().replaceAll(""\\s"", "" "").replaceAll("" +"", "" ""); result = result.replaceAll(""^(http|https)\\:\\/\\/"", """"); result = result.replaceAll(""^(www)\\."", """"); result = result.trim(); return result; }",NOISE,CLEAN,CLEAN
"@Test public void testEdit() throws Exception { action.setId(""-1""); assertEquals(""success"", action.edit()); assertNotNull(action.getUser().getFirstName()); }",public String edit() { if (id != null) { user = userManager.getUser(id); } else { user = new User(); } return SUCCESS; },CLEAN,CLEAN,CLEAN
"@Test public void testOneIsDifferent() { assertEquals((1.0 / 3.0), comp.compare(""abc def"", ""cba def"")); }","@Override public double compare(String s1, String s2) { if (s1.equals(s2)) return 1.0; String[] t1 = StringUtils.split(s1); String[] t2 = StringUtils.split(s2); if (t1.length > t2.length) { String[] tmp = t2; t2 = t1; t1 = tmp; } double intersection = 0; double union = t1.length + t2.length; for (int ix1 = 0; ix1 < t1.length; ix1++) { double highest = 0; for (int ix2 = 0; ix2 < t2.length; ix2++) highest = Math.max(highest, subcomp.compare(t1[ix1], t2[ix2])); intersection += highest; union -= highest; } return intersection / union; }",NOISE,CLEAN,CLEAN
"@Test public void replacePatternCharacterWithNumber() { Random random = new Random(569888); char character = '9'; int input = Integer.valueOf(character); Integer codePoint = ""4"".codePointAt(0); char[] replaceCharacter = TextPatternUtil.replacePatternCharacter(input, random); Assert.assertEquals(codePoint.intValue(), new String(replaceCharacter).codePointAt(0)); }","public static char[] replacePatternCharacter(Integer codePointToReplace, Random random) { for (CharPattern charPattern : CharPattern.values()) { if (charPattern.getReplaceChar().charValue() == codePointToReplace) { int length = charPattern.getCodePointSize(); int position = random.nextInt(length); return Character.toChars(charPattern.getCodePointAt(position)); } } return Character.toChars(codePointToReplace); }",CLEAN,CLEAN,CLEAN
"@Test(expected = NullPointerException.class) public void calcSimilarWordNumber_FindWords_NULL() { calculator.calcSimilarWordNumber(null, ImmutableList.of(""A"")); }","public int calcSimilarWordNumber(List<String> findWords, List<String> inWords) { Preconditions.checkNotNull(findWords); Preconditions.checkNotNull(inWords); int similarWordCount = 0; for (String word : findWords) { if (similarityChecker.containsSimilarString(inWords, word, minWordSimilarity)) { ++similarWordCount; } } return similarWordCount; }",CLEAN,CLEAN,CLEAN
"@Test public void testManyFiles() throws IOException{ List<Document> documents = DataStoreExamples.getDocument(); createSingleFile(documents.subList(0, 3), new FileSystemPath(new File(tempDir, ""doc0"")), Document.SCHEMA$); createSingleFile(documents.subList(3, 4), new FileSystemPath(new File(tempDir, ""doc1"")), Document.SCHEMA$); TestsIOUtils.assertEqualSets(documents, new AvroDataStoreReader<Document>( new FileSystemPath(tempDir))); }","public static <T> DataFileWriter<T> createSingleFile( FileSystemPath path, Schema schema) throws IOException{ DatumWriter<T> datumWriter = new SpecificDatumWriter<T>(); DataFileWriter<T> writer = new DataFileWriter<T>(datumWriter); writer.create(schema, path.getFileSystem().create(path.getPath())); return writer; }",NOISE,NOISE,CLEAN
"@Test public void testFromDescriptor2() throws Exception { JCas jcas = JCasFactory.createJCas(""de.julielab.jcore.types.jcore-morpho-syntax-types"", ""de.julielab.jcore.types.jcore-document-meta-pubmed-types""); jcas.setDocumentText(""This is line 1\nthis is line two.""); new Token(jcas, 0, 4).addToIndexes(); new Token(jcas, 5, 7).addToIndexes(); new Token(jcas, 8, 12).addToIndexes(); new Sentence(jcas, 0, 7).addToIndexes(); Header header = new Header(jcas, 0, 0); header.setDocId(""tokenTest""); header.addToIndexes(); AnalysisEngine consumer = AnalysisEngineFactory.createEngine(""de.julielab.jcore.consumer.txt.desc.jcore-txt-consumer"", PARAM_OUTPUT_DIR, ""src/test/resources/data"", SentenceTokenConsumer.PARAM_MODE, ""TOKEN""); consumer.process(jcas); File outputFile = new File(""src/test/resources/data/tokenTest.txt""); assertTrue(outputFile.exists()); List<String> lines = readFile(outputFile.getAbsolutePath()); assertEquals(1, lines.size()); assertEquals(""This is"", lines.get(0)); }","@Override public void process(JCas jcas) throws AnalysisEngineProcessException { LOGGER.trace(""Processing next document ... ""); try { String fileId = getDocID(jcas); if (fileId == null) fileId = new Integer(docs++).toString(); if (mode == Mode.TOKEN) { FSIterator sentenceIterator = jcas.getAnnotationIndex(Sentence.type).iterator(); AnnotationIndex tokenIndex = jcas.getAnnotationIndex(Token.type); ArrayList<String> sentences = new ArrayList<>(); while (sentenceIterator.hasNext()) { Sentence sentence = (Sentence) sentenceIterator.next(); FSIterator tokIterator = tokenIndex.subiterator(sentence); String sentenceText = """"; while (tokIterator.hasNext()) { if (addPOSTAG) { sentenceText = returnWithPOSTAG(tokIterator, sentenceText); } else { sentenceText = returnWithoutPOSTAG(tokIterator, sentenceText); } } sentences.add(sentenceText); } writeSentences2File(fileId, sentences); } else if (mode == Mode.DOCUMENT) { File outputFile = new File(directory.getCanonicalPath() + File.separator + fileId + "".txt"" + (gzip ? "".gz"" : """")); LOGGER.trace(""Writing the verbatim CAS document text to {}"", outputFile); writeSentences2File(fileId, Arrays.asList(jcas.getDocumentText())); } } catch (CASRuntimeException | CASException | IOException e) { LOGGER.error(""Error while writing: "", e); throw new AnalysisEngineProcessException(e); } }",NOISE,CLEAN,CLEAN
"@Test public void testDecodeJapaneseEncodedWords() { String enc = ""=?ISO-2022-JP?B?GyRCTCQbKEobJEI+NRsoShskQkJ6GyhKGyRCOS0bKEo=?= "" + ""=?ISO-2022-JP?B?GyRCOXAbKEobJEIiKBsoShskQiU1GyhKGyRCJSQbKEo=?= "" + ""=?ISO-2022-JP?B?GyRCJUkbKEobJEIlUxsoShskQiU4GyhKGyRCJU0bKEo=?= "" + ""=?ISO-2022-JP?B?GyRCJTkbKEobJEIkThsoShskQjdoGyhKGyRCRGobKEo=?= "" + ""=?ISO-2022-JP?B?GyRCSEcbKEobJEIkRxsoShskQiQ5GyhKGyRCISobKEo=?=""; String dec = DecoderUtil.decodeEncodedWords(enc); Assert.assertEquals(""\u672A\u627F\u8AFE\u5E83\u544A\u203B\u30B5\u30A4\u30C9\u30D3"" + ""\u30B8\u30CD\u30B9\u306E\u6C7A\u5B9A\u7248\u3067\u3059\uFF01"", dec); }","static String decodeEncodedWords(String body) { return decodeEncodedWords(body, DecodeMonitor.SILENT); }",CLEAN,CLEAN,CLEAN
