target,src_fm
"@Test public void testReplaceName() { try { String res = fnameStandardize.replaceName(inputName, true); System.out.println(""testReplaceName:\n"" + res); assertEquals(""MICHEL"", res); res = fnameStandardize.replaceNameWithCountryInfo(inputName, ""ITA"", true); assertEquals(""MICHELE"", res); res = fnameStandardize.replaceNameWithCountryInfo(inputName, """", true); assertEquals(""MICHEL"", res); res = fnameStandardize.replaceNameWithCountryGenderInfo(inputName, ""ITA"", ""F"", true); assertEquals(""MICHELA"", res); res = fnameStandardize.replaceNameWithCountryGenderInfo(inputName, """", ""F"", true); assertEquals(""MICHEL"", res); res = fnameStandardize.replaceNameWithCountryGenderInfo(inputName, ""ITA"", """", true); assertEquals(""MICHELE"", res); res = fnameStandardize.replaceNameWithGenderInfo(inputName, ""F"", true); assertEquals(""MICHEL"", res); res = fnameStandardize.replaceNameWithGenderInfo(inputName, """", true); assertEquals(""MICHEL"", res); res = fnameStandardize.replaceNameWithGenderInfo(inputName, ""M"", true); assertEquals(""MICHEL"", res); } catch (IOException e) { e.printStackTrace(); } }","public String replaceName(String inputName, boolean fuzzyQuery) throws IOException { ScoreDoc[] results = standardize(inputName, null, fuzzyQuery); return getFinalAccurateResult(inputName, results); }"
"@Test public void testisValid() { assertFalse(InetAddressValidator.getInstance().isValid(null)); assertFalse(InetAddressValidator.getInstance().isValid("""")); assertFalse(InetAddressValidator.getInstance().isValid(""ab.c@yahoo.com"")); assertTrue(InetAddressValidator.getInstance().isValid(""192.168.3.10"")); }",public boolean isValid(String inetAddress) { return isValidInet4Address(inetAddress); }
"@Test public void testConvertFullToHalfDigit() { ConversionConfig config = new ConversionConfig.Builder() .fullToHalf() .withDigit(true) .withLetter(false) .withKatanana(false) .withOtherChars(false) .build(); CharWidthConverter converter = new CharWidthConverter(config); assertEquals(HALF_DIGIT, converter.convert(FULL_DIGIT)); }","public String convert(String input) { if (StringUtils.isEmpty(input)) { return StringUtils.EMPTY; } String result = null; switch (config.getMode()) { case NFKC: result = Normalizer.normalize(input, Normalizer.Form.NFKC); break; case HALF_TO_FULL: result = halfwidthToFullwidth(input); break; case FULL_TO_HALF: result = fullwidthToHalfwidth(input); break; default: break; } return result; }"
"@Test public void testGetSynonymsByDocNumber() { SynonymIndexSearcher search = new SynonymIndexSearcher(); try { search.openIndexInFS(INDEX_PATH); } catch (IOException e) { fail(e.getMessage()); } String[] syns = search.getSynonymsByDocNumber(0); assertNotNull(syns); assertNotSame(0, syns.length); boolean synonymFound = false; for (int i = 0; i < SynonymIndexBuilderTest.synonyms.length; i++) { String[] input = SynonymIndexBuilderTest.synonyms[i]; for (int j = 0; j < syns.length; j++) { String syn = syns[j]; if (input[1].contains(syn)) { synonymFound = true; break; } } } assertTrue(synonymFound); search.close(); }",public String[] getSynonymsByDocNumber(int docNo) { Document document = getDocument(docNo); return document != null ? document.getValues(F_SYN) : null; }
"@Test public void replacePatternCharacterWithLowerLetter() { Random random = new Random(677899); char character = 'a'; int input = Integer.valueOf(character); Integer codePoint = ""d"".codePointAt(0); char[] repalceStringCodePoint = TextPatternUtil.replacePatternCharacter(input, random); Assert.assertEquals(codePoint.intValue(), new String(repalceStringCodePoint).codePointAt(0)); }","public static char[] replacePatternCharacter(Integer codePointToReplace, Random random) { for (CharPattern charPattern : CharPattern.values()) { if (charPattern.getReplaceChar().charValue() == codePointToReplace) { int length = charPattern.getCodePointSize(); int position = random.nextInt(length); return Character.toChars(charPattern.getCodePointAt(position)); } } return Character.toChars(codePointToReplace); }"
"@Test public void testConvertMILLIS() { assertEquals(year, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.YEARS).convert(millisecond), delta); assertEquals(month, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.MONTHS).convert(millisecond), delta); assertEquals(week, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.WEEKS).convert(millisecond), delta); assertEquals(day, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.DAYS).convert(millisecond), delta); assertEquals(hour, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.HOURS).convert(millisecond), delta); assertEquals(minute, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.MINUTES).convert(millisecond), delta); assertEquals(second, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.SECONDS).convert(millisecond), delta); assertEquals(millisecond, new DurationConverter(ChronoUnit.MILLIS, ChronoUnit.MILLIS).convert(millisecond), delta); }","public double convert(double value) { if (noNeedConvert(value)) { return value; } double days = handleDays(value); return handleFinalResult(value, days); }"
"@Test public void testIsLongestValue() { List<Column> columnList = generateColumnList(); DataSet dataSet = new DataSet(columnList); dataSet.initData(generateInputData()); StringService ss = new StringService(dataSet); ss.putAttributeValues(""firstName"", false); ss.putAttributeValues(""lastName"", false); Assert.assertEquals(""Brianna should be longest value on the column firstName"", true, ss.isLongestValue(""Brianna"", ""firstName"", false)); Assert.assertEquals(""cook should be longest value on the column lastName"", true, ss.isLongestValue(""cook"", ""lastName"", false)); Assert.assertEquals(""1111 should not be longest value on the column lastName"", false, ss.isLongestValue(""1111"", ""lastName"", false)); ss.init(); }","public boolean isLongestValue(Object var, String column, boolean ignoreBlanks) { if (longestValueMap.get(column) == null) { putAttributeValues(column, ignoreBlanks); } return longestValueMap.get(column).contains(var); }"
"@Test public void testConvert_MinguoDateTo() { assertEquals(ISO_STR, new DateCalendarConverter(MinguoChronology.INSTANCE, IsoChronology.INSTANCE).convert(MINGUO_STR)); assertEquals(HIJRAH_STR, new DateCalendarConverter(MinguoChronology.INSTANCE, HijrahChronology.INSTANCE).convert(MINGUO_STR)); assertEquals(JAPANESE_STR, new DateCalendarConverter(MinguoChronology.INSTANCE, JapaneseChronology.INSTANCE).convert(MINGUO_STR)); assertEquals(THAIBUDDHIST_STR, new DateCalendarConverter(MinguoChronology.INSTANCE, ThaiBuddhistChronology.INSTANCE) .convert(MINGUO_STR)); assertEquals(JAPANESE_STR5, new DateCalendarConverter(PATTERN, PATTERN5, MinguoChronology.INSTANCE, JapaneseChronology.INSTANCE) .convert(MINGUO_STR)); }","public String convert(String inputDateStr) { if (inputDateStr == null || """".equals(inputDateStr.trim())) { return inputDateStr; } if (inputChronologyType.equals(outputChronologyType) && inputFormatPattern.equals(outputFormatPattern)) { return inputDateStr; } LocalDate inputLocalDate = parseStringToDate(inputDateStr); return formatDateToString(inputLocalDate); }"
"@Test public void testCleanSchemaMap() throws URISyntaxException, IOException { Schema schema = SchemaBuilder .record(""record"") .fields() .name(""map1"") .type() .map() .prop(""prop1"", ""value1"") .prop(""prop2"", ""value2"") .prop(""prop3"", ""value3"") .values(SchemaBuilder.builder().intType()) .mapDefault(new HashMap<>()) .endRecord(); Schema cleanSchema1 = AvroUtils.cleanSchema(schema, Collections.emptyList()); Schema cleanSchema2 = AvroUtils.cleanSchema(schema, Collections.singletonList(""prop2"")); Schema cleanSchema3 = AvroUtils.cleanSchema(schema, Arrays.asList(""prop1"", ""prop3"")); assertEquals(schema, cleanSchema1); assertNull(cleanSchema2.getField(""map1"").schema().getObjectProp(""prop2"")); assertEquals(2, cleanSchema2.getField(""map1"").schema().getObjectProps().size()); assertNull(cleanSchema3.getField(""map1"").schema().getObjectProp(""prop1"")); assertNull(cleanSchema3.getField(""map1"").schema().getObjectProp(""prop3"")); assertEquals(1, cleanSchema3.getField(""map1"").schema().getObjectProps().size()); schema = SchemaBuilder .record(""record"") .fields() .name(""map1"") .type() .optional() .map() .prop(""prop1"", ""value1"") .prop(""prop2"", ""value2"") .prop(""prop3"", ""value3"") .values(SchemaBuilder.builder().intType()) .endRecord(); cleanSchema1 = AvroUtils.cleanSchema(schema, Collections.emptyList()); cleanSchema2 = AvroUtils.cleanSchema(schema, Collections.singletonList(""prop2"")); cleanSchema3 = AvroUtils.cleanSchema(schema, Arrays.asList(""prop1"", ""prop3"")); assertEquals(schema, cleanSchema1); assertEquals(schema, cleanSchema1); assertNull(cleanSchema2.getField(""map1"").schema().getTypes().get(1).getObjectProp(""prop2"")); assertEquals(2, cleanSchema2.getField(""map1"").schema().getTypes().get(1).getObjectProps().size()); assertNull(cleanSchema3.getField(""map1"").schema().getTypes().get(1).getObjectProp(""prop1"")); assertNull(cleanSchema3.getField(""map1"").schema().getTypes().get(1).getObjectProp(""prop3"")); assertEquals(1, cleanSchema3.getField(""map1"").schema().getTypes().get(1).getObjectProps().size()); }","public static Schema cleanSchema(Schema schema, List<String> propsToAvoid) { if (schema != null) { switch (schema.getType()) { case RECORD: List<Schema.Field> fields = new ArrayList<>(); for (Schema.Field field : schema.getFields()) { Schema fieldSchema = cleanSchema(field.schema(), propsToAvoid); fields.add(new Schema.Field(field.name(), fieldSchema, field.doc(), field.defaultVal())); } Schema recordSchema = Schema.createRecord(schema.getName(), schema.getDoc(), schema.getNamespace(), schema.isError(), fields); addPropsToSchema(recordSchema, schema.getObjectProps(), propsToAvoid); return recordSchema; case MAP: Schema mapSchema = Schema.createMap(cleanSchema(schema.getValueType(), propsToAvoid)); addPropsToSchema(mapSchema, schema.getObjectProps(), propsToAvoid); return mapSchema; case ARRAY: Schema arraySchema = Schema.createArray(cleanSchema(schema.getElementType(), propsToAvoid)); addPropsToSchema(arraySchema, schema.getObjectProps(), propsToAvoid); return arraySchema; case UNION: List<Schema> types = new ArrayList<>(); for (Schema unionType : schema.getTypes()) { Schema unionTypeSchema = cleanSchema(unionType, propsToAvoid); types.add(unionTypeSchema); } Schema unionSchema = Schema.createUnion(types); addPropsToSchema(unionSchema, schema.getObjectProps(), propsToAvoid); return unionSchema; case ENUM: Schema enumSchema = Schema.createEnum(schema.getName(), schema.getDoc(), schema.getNamespace(), schema.getEnumSymbols()); addPropsToSchema(enumSchema, schema.getObjectProps(), propsToAvoid); return enumSchema; case FIXED: Schema fixedSchema = Schema.createFixed(schema.getName(), schema.getDoc(), schema.getNamespace(), schema.getFixedSize()); addPropsToSchema(fixedSchema, schema.getObjectProps(), propsToAvoid); return fixedSchema; case INT: case LONG: case FLOAT: case BYTES: case STRING: case BOOLEAN: case DOUBLE: case NULL: Schema primitiveSchema = Schema.create(schema.getType()); addPropsToSchema(primitiveSchema, schema.getObjectProps(), propsToAvoid); return primitiveSchema; } } return null; }"
"@Test public void testCreateMergeValue_CaseMostRecient() { MFBRecordMerger mFBRecordMerger = new MFBRecordMerger("""", new String[0], new SurvivorShipAlgorithmEnum[] { SurvivorShipAlgorithmEnum.MOST_RECENT }); String left = ""05-05-2005""; String right = ""06-07-2019""; String mergeValue = mFBRecordMerger.createMergeValue(""MFB"", ""MFB"", null, 1, 2, SurvivorShipAlgorithmEnum.MOST_RECENT, left, right, null, null); assertEquals(right, mergeValue); left = ""06-07-2019""; right = ""05-05-2005""; mergeValue = mFBRecordMerger.createMergeValue(""MFB"", ""MFB"", null, 2, 1, SurvivorShipAlgorithmEnum.MOST_RECENT, left, right, null, null); assertEquals(left, mergeValue); }","protected String createMergeValue(String leftSource, String rightSource, String parameter, long leftTimeStamp, long rightTimeStamp, SurvivorShipAlgorithmEnum survivorShipAlgorithmEnum, String leftValue, String rightValue, String mergedValue, AttributeValues<String> mergedValues) { BigDecimal leftNumberValue; BigDecimal rightNumberValue; if (leftValue == null) { return rightValue; } else if (rightValue == null) { return leftValue; } long leftValueLength = leftValue.codePoints().count(); long rightValueLength = rightValue.codePoints().count(); switch (survivorShipAlgorithmEnum) { case CONCATENATE: if (StringUtils.isEmpty(parameter)) { return leftValue + rightValue; } else { return leftValue + parameter + rightValue; } case LARGEST: leftNumberValue = parseNumberValue(leftValue); rightNumberValue = parseNumberValue(rightValue); if (leftNumberValue == null) { return rightValue; } if (rightNumberValue == null) { return leftValue; } if (leftNumberValue.compareTo(rightNumberValue) >= 0) { return leftValue; } else { return rightValue; } case SMALLEST: leftNumberValue = parseNumberValue(leftValue); rightNumberValue = parseNumberValue(rightValue); if (leftNumberValue == null) { return rightValue; } if (rightNumberValue == null) { return leftValue; } if (leftNumberValue.compareTo(rightNumberValue) <= 0) { return leftValue; } else { return rightValue; } case MOST_RECENT: if (leftTimeStamp >= rightTimeStamp) { return leftValue; } else { return rightValue; } case MOST_ANCIENT: if (leftTimeStamp <= rightTimeStamp) { return leftValue; } else { return rightValue; } case PREFER_TRUE: if (Boolean.parseBoolean(leftValue) || Boolean.parseBoolean(rightValue)) { return ""true""; } else { return ""false""; } case PREFER_FALSE: if (Boolean.parseBoolean(leftValue) && Boolean.parseBoolean(rightValue)) { return ""true""; } else { return ""false""; } case MOST_COMMON: return mergedValues.mostCommon(); case LONGEST: if (leftValueLength >= rightValueLength) { return leftValue; } else { return rightValue; } case SHORTEST: if (leftValueLength <= rightValueLength) { return leftValue; } else { return rightValue; } case MOST_TRUSTED_SOURCE: String mostTrustedSourceName = parameter; if (mostTrustedSourceName == null) { throw new IllegalStateException(""Survivorship 'most trusted source' must specify a trusted source.""); } if (mostTrustedSourceName.equals(rightSource)) { return rightValue; } else { return leftValue; } } return null; }"
"@Test public void testPutAttributeValues() { List<Column> columnList = generateColumnList(); DataSet dataSet = new DataSet(columnList); dataSet.initData(generateInputData()); FrequencyService fs = new FrequencyService(dataSet); fs.putAttributeValues(""firstName"", false); fs.putAttributeValues(""lastName"", false); Assert.assertEquals(""frequencyMaps size should be 2"", 2, fs.frequencyMaps.size()); Assert.assertEquals(""maxOccurence size should be 2"", 2, fs.maxOccurence.size()); Assert.assertEquals(""secondMaxOccurence size should be 2"", 2, fs.secondMaxOccurence.size()); Assert.assertEquals(""The result of firstName column should be 6"", 6, fs.frequencyMaps.get(""firstName"").size()); Assert.assertEquals(""The result of lastName column should be 3"", 3, fs.frequencyMaps.get(""lastName"").size()); Assert.assertEquals(""The maxOccurence of firstName column should be 1"", 1, fs.maxOccurence.get(""firstName"").intValue()); Assert.assertEquals(""The maxOccurence of lastName column should be 3"", 3, fs.maxOccurence.get(""lastName"").intValue()); Assert.assertEquals(""The secondMaxOccurence of firstName column should be 0"", 0, fs.secondMaxOccurence .get(""firstName"") .intValue()); Assert.assertEquals(""The secondMaxOccurence of lastName column should be 2"", 2, fs.secondMaxOccurence .get(""lastName"") .intValue()); fs.init(); }","public HashMap<Object, Integer> putAttributeValues(String column, boolean ignoreBlanks) { HashMap<Object, Integer> valueToFreq = new HashMap<>(); frequencyMaps.put(column, valueToFreq); for (Attribute attr : dataset.getAttributesByColumn(column)) { if (attr.isAlive()) { Object value = attr.getValue(); if (value == null || (ignoreBlanks == true && """".equals(value.toString().trim()))) { continue; } if (valueToFreq.get(value) == null) { valueToFreq.put(value, 1); } else { valueToFreq.put(value, valueToFreq.get(value) + 1); } } } int max = 0; int second = 0; for (Entry<Object, Integer> entry : valueToFreq.entrySet()) { int freq = entry.getValue(); if (freq > max) { second = max; max = freq; } else if (freq < max && freq > second) { second = freq; } } maxOccurence.put(column, max); secondMaxOccurence.put(column, second); return valueToFreq; }"
"@Test public void replacePatternCharacterWithNumber() { Random random = new Random(569888); char character = '9'; int input = Integer.valueOf(character); Integer codePoint = ""4"".codePointAt(0); char[] replaceCharacter = TextPatternUtil.replacePatternCharacter(input, random); Assert.assertEquals(codePoint.intValue(), new String(replaceCharacter).codePointAt(0)); }","public static char[] replacePatternCharacter(Integer codePointToReplace, Random random) { for (CharPattern charPattern : CharPattern.values()) { if (charPattern.getReplaceChar().charValue() == codePointToReplace) { int length = charPattern.getCodePointSize(); int position = random.nextInt(length); return Character.toChars(charPattern.getCodePointAt(position)); } } return Character.toChars(codePointToReplace); }"
"@Test public void testConvertMinValue() { double min = Double.MIN_VALUE; DistanceConverter converter0 = new DistanceConverter(DistanceEnum.MILLIMETER, DistanceEnum.LIGHT_YEAR); assertEquals(0.0, converter0.convert(min), delta); DistanceConverter converter1 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.MILLIMETER); assertEquals(0.0, converter1.convert(min), delta); }",public double convert(double value) { if (Double.isNaN(value)) { return value; } if (this.deFrom.equals(this.deTo)) { return value; } BigDecimal bdResult = new BigDecimal(String.valueOf(value)).multiply(this.multiplier); return bdResult.doubleValue(); }
"@Test public void testGetWordByDocNumber() { SynonymIndexSearcher search = new SynonymIndexSearcher(); try { search.openIndexInFS(INDEX_PATH); } catch (IOException e) { fail(e.getMessage()); } String word = search.getWordByDocNumber(0); assertNotNull(word); assertNotSame(0, word.length()); boolean wordFound = false; for (int i = 0; i < SynonymIndexBuilderTest.synonyms.length; i++) { String[] input = SynonymIndexBuilderTest.synonyms[i]; if (word.equals(input[0])) { wordFound = true; break; } } assertTrue(wordFound); search.close(); }",public String getWordByDocNumber(int docNo) { Document document = getDocument(docNo); return document != null ? document.getValues(F_WORD)[0] : null; }
"@Test public void createLatinPatternHandler() { ChainResponsibilityHandler chainResponsibilityHandler = HandlerFactory.createLatinPatternHandler(); Assert.assertEquals(chainResponsibilityHandler.handleRequest(""ACD""), ""AAA""); Assert.assertEquals(chainResponsibilityHandler.handleRequest(""åæç""), ""aaa""); Assert.assertEquals(chainResponsibilityHandler.handleRequest(""úêðñ""), ""aaaa""); Assert.assertEquals(chainResponsibilityHandler.handleRequest(""APZ""), ""AAA""); Assert.assertEquals(chainResponsibilityHandler.handleRequest(""Mk0""), ""Aa9""); }",public static ChainResponsibilityHandler createLatinPatternHandler() { ChainResponsibilityHandler handler = new LatinLetters(); handler.linkSuccessor(new LatinLettersSmall()).linkSuccessor(new LatinAsciiDigits()); return handler; }
"@Test public void testRemoveDMAndUpperCase() { assertEquals(null, AlgoBox.removeDMAndUpperCase(null)); assertEquals(""TEST"", AlgoBox.removeDMAndUpperCase(TEST_STR)); assertEquals(BLANK_STR, AlgoBox.removeDMAndUpperCase(BLANK_STR)); assertEquals(""TESTDTESTM1-2;40;0-5"", AlgoBox.removeDMAndUpperCase(""TestDtestM1-2;40;0-5"")); assertEquals(""TESTDTESTMTEST TEST"", AlgoBox.removeDMAndUpperCase(""TestDtestMTest test"")); assertEquals(SPACE_STR, AlgoBox.removeDMAndUpperCase(SPACE_STR)); assertEquals(QUO_STR, AlgoBox.removeDMAndUpperCase(QUO_STR)); assertEquals(JAPANESE1_STR, AlgoBox.removeDMAndUpperCase(JAPANESE1_STR)); }",public static String removeDMAndUpperCase(String sInput) { if (sInput == null) { return null; } return upperCase(removeDiacriticalMarks(sInput)); }
"@Test public void testIsValidUser() { assertTrue(EmailValidator.getInstance(true).isValidUser(""sina.com"")); assertFalse(EmailValidator.getInstance(true).isValidUser(""111;22"")); }",public boolean isValidUser(String user) { return USER_PATTERN.matcher(user).matches(); }
@Test public void testResizeReturnDown() throws Exception { assertFalse(list.resize(0)); assertTrue(list.resize(2)); assertFalse(list.resize(1)); },"public boolean resize(int size) { try { if (size < 0) { throw new IllegalArgumentException(""Size must be a positive number.""); } final int missing = size - innerList.size(); boolean addedMissing = missing > 0; for (int i = 0; i < missing; i++) { innerList.add(itemClass.newInstance()); } return addedMissing; } catch (Exception e) { throw new DQCommonRuntimeException(""Unable to resize list of items."", e); } }"
"@Test public void testConvertMINUTES() { assertEquals(year, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.YEARS).convert(minute), delta); assertEquals(month, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.MONTHS).convert(minute), delta); assertEquals(week, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.WEEKS).convert(minute), delta); assertEquals(day, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.DAYS).convert(minute), delta); assertEquals(hour, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.HOURS).convert(minute), delta); assertEquals(minute, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.MINUTES).convert(minute), delta); assertEquals(second, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.SECONDS).convert(minute), delta); assertEquals(millisecond, new DurationConverter(ChronoUnit.MINUTES, ChronoUnit.MILLIS).convert(minute), delta); }","public double convert(double value) { if (noNeedConvert(value)) { return value; } double days = handleDays(value); return handleFinalResult(value, days); }"
"@Test public void testisValid() { RegexValidator regexValid = new RegexValidator(DOMAIN_LABEL_REGEX); String email = ""ab.c@sina.com""; assertFalse(regexValid.isValid(email)); String email2 = ""ab.c@yahoo.com""; assertFalse(regexValid.isValid(email2)); }",public boolean isValid(String value) { if (value == null) { return false; } for (Pattern pattern : patterns) { if (pattern.matcher(value).matches()) { return true; } } return false; }
"@Test public void testFractionalNumber() { for (String number : fractionalValues.keySet()) { Assert.assertEquals(fractionalValues.get(number), japaneseNumberFilter.normalizeNumber(number)); } }","public String normalizeNumber(String numberNotTrimmed) { String number = numberNotTrimmed.replaceAll(""\\s+"", """"); try { String fraction = getFraction(numberNotTrimmed); if (fraction != null) { return fraction; } NumberBuffer numberBuffer = new NumberBuffer(number); BigDecimal normalizedNumber = parseNumber(numberBuffer); if (normalizedNumber == null) { return numberNotTrimmed; } String formattedNumber = normalizedNumber.stripTrailingZeros().toPlainString(); if (numberNotTrimmed.contains(""、"")) { NumberFormat formatter = NumberFormat.getInstance(new Locale(""en_US"")); formattedNumber = formatter.format(normalizedNumber.longValue()); } return numberBuffer.prefix + formattedNumber + numberBuffer.suffix; } catch (NumberFormatException | ArithmeticException e) { return number; } }"
"@Test public void testGenerateDuplicateDateFunctionIntStringCase3() { FieldModifier fieldModifier = new FieldModifier(); for (Function function : Function.values()) { Date generateDuplicate = fieldModifier.generateDuplicate(null, function, DEFAULT_MODIF_COUNT, EMPTY_STRING); assertNull(generateDuplicate); } }","public Date generateDuplicate(Date date, Function function, int modifCount, String extraParameter) { if (date == null || function == null) { return date; } Date newDate = new Date(date.getTime()); switch (function) { case SET_TO_NULL: return null; case MODIFY_DATE_VALUE: for (int i = 0; i < modifCount; i++) { dateChanger.modifyDateValue(newDate); } return newDate; case SWITCH_DAY_MONTH_VALUE: for (int i = 0; i < modifCount; i++) { dateChanger.switchDayMonthValue(newDate); } return newDate; case REPLACE_BY_RANDOM_DATE: for (int i = 0; i < modifCount; i++) { dateChanger.replaceWithRandomDate(newDate); } return newDate; default: break; } return date; }"
"@Test public void testTDC_4108() { assertTrue(SystemDateTimePatternManager.isDate(""2020-04-29T08:49:29"")); assertTrue(SystemDateTimePatternManager.isDate(""2020-04-29 08:49:29"")); assertTrue(SystemDateTimePatternManager.isDate(""2020-04-29T08:49:29.000Z"")); assertTrue(SystemDateTimePatternManager.isDate(""2020-04-29 08:49:29.000Z"")); assertTrue(SystemDateTimePatternManager.isDate(""2020-04-29T08:49:29Z"")); assertTrue(SystemDateTimePatternManager.isDate(""2020-04-29 08:49:29Z"")); }","public static boolean isDate(String value) { if (checkDatesPreconditions(value)) return findOneDateTimePattern(DATE_PATTERN_GROUP_LIST, value).isPresent(); return false; }"
"@Test public void testPerformanceIsDouble() throws Exception { List<String> values = loadData(""testDouble.csv""); int countOfDoubles = 0; long timeStart = System.currentTimeMillis(); Assert.assertEquals(10000, values.size()); for (String value : values) { if (TypeInferenceUtils.isDouble(value)) { countOfDoubles++; } } long timeEnd = System.currentTimeMillis(); Assert.assertEquals(5002, countOfDoubles); long difference = timeEnd - timeStart; LOGGER.debug(""The method isDouble spent "" + difference + "" ms on 10000 values.""); }",public static boolean isDouble(String value) { if (!isEmpty(value) && patternDouble.matcher(value).matches()) { return true; } return false; }
"@Test public void matcherPatternNameWithNumber() { Assert.assertTrue(PatternMatcher.matchCharDatePattern(""Toronto1234"", ""Aaaaaaa9999"")); }","public static boolean matchCharDatePattern(String value, String pattern) { if (value == null) return false; Set<String> patterns = new HashSet<>(); for (AbstractPatternRecognizer patternRecognizer : patternRecognizerList) patterns.addAll(patternRecognizer.getValuePattern(value)); if (!isDatePattern(pattern) && containsDatePattern(patterns)) return false; return patterns.contains(pattern); }"
"@Test public void testTransliterateHepburn() { List<String> expectedTextList = new ArrayList<>(); expectedTextList.add(""oyayuzuri no muteppō de shō kyō no toki kara son bakari shi te iru""); expectedTextList.add(""tōkyō wa yoru no nana ji""); expectedTextList.add(""ku no ichi female ninja""); expectedTextList.add(""nippon gata no kao moji 👨 ‍ 🎨 『 warai 』(≧▽≦) fujisan ／^ o ^＼""); expectedTextList.add(""chijimu""); expectedTextList.add(""tsuittā""); expectedTextList.add(""ga gigugego""); expectedTextList.add(""papipupepo""); expectedTextList.add(""ki yakyukyo""); expectedTextList.add(""gyagyugyo""); expectedTextList.add(""pyapyupyo""); expectedTextList.add(""shuwarutsueneggā""); expectedTextList.add(""fuijikaru""); expectedTextList.add(""kāsan""); for (int i = 0; i < testTextList.size(); i++) { final String hepburn = transliterator.transliterate(testTextList.get(i), TransliterateType.HEPBURN); assertEquals(expectedTextList.get(i), hepburn); } }","public String transliterate(String text, TransliterateType type) { return transliterate(text, type, "" ""); }"
"@Test public void testRemoveWhiteSpaceNull() { DuplicateCharEraser duplicateCharEraser = new DuplicateCharEraser(); String input = """"; String cleanStr = duplicateCharEraser.removeRepeatedChar(input); assertEquals("""", cleanStr); input = null; cleanStr = duplicateCharEraser.removeRepeatedChar(input); assertNull(cleanStr); }","public String removeRepeatedChar(String inputStr) { if (StringUtils.isEmpty(inputStr)) { return inputStr; } Matcher matcher = removeRepeatCharPattern.matcher(inputStr); return matcher.replaceAll(""$1""); }"
"@Test public void testDereferencingoneLevelComplex() throws URISyntaxException, IOException { byte[] avsc = Files.readAllBytes(Paths.get(getClass().getResource(""./oneLevelComplex.avsc"").toURI())); Schema schema = new Schema.Parser().parse(new String(avsc)); Schema schemaWithoutRefTypes = AvroUtils.dereferencing(schema); assertEquals(schema, schemaWithoutRefTypes); }","public static Schema dereferencing(Schema schema) { Schema dereferencedSchema = schema; Stream names = getNamedTypes(schema); List<String> flattenNames = flattenStream(names); Set<String> distinctFlattenNames = new HashSet<>(flattenNames); if (distinctFlattenNames.size() != flattenNames.size()) { Map<String, String> namespaces = new HashMap<>(); for (String name : distinctFlattenNames) { namespaces.put(name, ""a""); } return buildDereferencedSchema(schema, namespaces); } return dereferencedSchema; }"
